product_Category,product_name,product_url,product_image,product_specifications
Insulated Tools,High Leverage Diagonal Cutter,https://www.knipex.com/products/cutting-pliers/high-leverage-diagonal-cutters/high-leverage-diagonal-cutters/7406200,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006786.jpg?itok=tk8ArApE,"For very tough, continuous use
      High cutting performance with minimum effort due to optimum coordination of the cutting edge angle and transmission ratio
      Precision cutting edges additionally induction-hardened (cutting edge hardness approx. 64 HRC), for all sorts of wire including piano wire
      Chrome vanadium heavy-duty steel, forged, multi stage oil-hardened"
Cutting Pliers,High Leverage Diagonal Cutter,https://www.knipex.com/products/cutting-pliers/high-leverage-diagonal-cutters/high-leverage-diagonal-cutters/7401180,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006839.jpg?itok=d-QJOauM,"For very tough, continuous use
      High cutting performance with minimum effort due to optimum coordination of the cutting edge angle and transmission ratio
      Precision cutting edges additionally induction-hardened (cutting edge hardness approx. 64 HRC), for all sorts of wire including piano wire
      Chrome vanadium heavy-duty steel, forged, multi stage oil-hardened"
Wire Strippers and Stripping Tools,KNIPEX PreciStrip16,https://www.knipex.com/products/wire-strippers-and-stripping-tools/knipex-precistrip16/knipex-precistrip16/1252195,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0021045.jpg?itok=Q9z9IomJ,"Simple, precise stripping of fine wires and solid round cables with a wide capacity range from 0.08 to 16 mm² with only one pair of pliers
      Good grip provided by semi-circular grooved metal holding clamps; exact cut thanks to parabolic stripping blade
      A patented automatism regulates the depth of the cut; the neutral point of the automatism can be adjusted in fine steps in special operating conditions (insulation material, temperature)
  

                

      With adjustable length stop for precision work repeated accurately each time
      Inscription area for customisation
      Comfortable operation with ergonomic dual-component handle
      With tether attachment point, suitable for KNIPEX Tethered Tools accessories
      Easily replaceable blade cassette"
Pipe Wrenches and Water Pump Pliers,KNIPEX Cobra® XS,https://www.knipex.com/products/pipe-wrenches-and-water-pump-pliers/knipex-cobra-xs/knipex-cobra-xs/8700100,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0020983.jpg?itok=GUKzikry,"Optimum accessibility, even in confined spaces: particularly compact design, very slim head
      One-handed fine adjustment by pushing for the simplest adjustment to different workpiece sizes
      Long-lasting secure grip ensured by high wear resistance
  

                

      Gripping capacity Ø 28 mm, width across flats up to 24 mm – at only 100 mm length
      Box joint: high quality and durability provided by dual guide
      Gripping surfaces with specially hardened teeth, hardness approx. 60 HRC
      Self-locking on pipes and nuts: no slipping on the workpiece and low handforce required
      Pinch guard prevents operators' fingers being pinched
      Fine adjustment with 11 adjustment positions"
Special Pliers,Pipe cutter for multilayer and pneumatic hoses,https://www.knipex.com/products/special-pliers/pipe-cutters-for-multilayer-and-pneumatic-hoses/pipe-cutters-multilayer-and-pneumatic-hoses/9010185,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0020942.jpg?itok=-Y4AYUyC,"Ideal for all liquid, multilayer and pneumatic hoses/pipes commonly available on the market in the wide application range from Ø 4 - 20 mm
      With universal support for right-angled positioning
      Easy on the hands even in continuous use thanks to low force required and automatic opening thanks to the spring mechanism
  

                

      Exchangeable blade
      With opening spring and locking device
      Ergonomically shaped handles made of fibreglass-reinforced plastic
      Not suitable for cutting cables
      Blade made of high-strength special grade steel, oil-hardened and tempered"
Pipe Wrenches and Water Pump Pliers,KNIPEX Cobra® XL,https://www.knipex.com/products/pipe-wrenches-and-water-pump-pliers/knipex-cobra-xl-und-xxl-water-pump-pliers/knipex-cobra-xl-und-xxlwater-pump-pliers/8701400,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0021185.jpg?itok=iPVIaezK,"Greater gripping capacity but much lower weight than comparable pipe wrenches
      Fast push-button adjustment directly on the workpiece, no unintentional slipping of the joint
      Fine adjustment for optimum adaptation to different sizes of workpieces and a comfortable handle width
      Self-locking on pipes and nuts: no slipping on the workpiece and low handforce required
      Gripping surfaces with special hardened teeth, teeth hardness approx. 61 HRC: high wear resistance and stable gripping
      Box-joint design for high stability due to double guide
      Pinch guard prevents operators' fingers being pinched
      Chrome vanadium electric steel, forged, multi stage oil-hardened"
Special Pliers,KNIPEX TubiX® Pipe cutter,https://www.knipex.com/products/special-pliers/knipex-tubix-pipe-cutter/knipex-tubixpipe-cutter/903102SB,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0020928.jpg?itok=yYfKgot5,"QuickLock one-hand locking mechanism: independent holding and clamping on the tube
      Easy one-handed pushing for quick adjustment to different tube sizes
      Comfortable: easy cutting due to high-quality needle bearings in the cutting wheel and guide rolls
  

                

      Cuts pipes from Ø 6 - 35 mm (1/4"" - 1 3/8"") with wall thickness up to 2 mm
      Cutting wheel made of high-grade ball-bearing steel
      Practical quick replace system for the cutting wheel – with spare wheel stored under the feeding barrel
      With precision-ground deburring tool, easy to remove
      For the electric trade: Also suitable to cut rigid steel conduits
      Light and durable metal enclosure of magnesium"
Crimping Pliers,Self-Adjusting Crimping Pliers for wire ferrules,https://www.knipex.com/products/crimping-pliers/self-adjusting-crimping-pliers-for-wire-ferrules-with-lateral-access/self-adjusting-crimping-pliers-wire-ferruleswith-lateral-access/975504,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0020831.jpg?itok=ddrDJyFZ,"Narrow handle width and improved ergonomics
  

                

      Square compression now for wire ferrules up to 16 mm²
      Square compression for ideal contact surfaces in the clamp connection
      Suitable in particular for all twin wire ferrules up to 2 x 4 mm² or 2 x AWG 12
      For crimping wire ferrules according to DIN 46228 parts 1 + 4
      Self-adjustment to the size of wire ferrules required
      Repetitive, high crimping quality due to integral lock (self-releasing mechanism)
      Tools have been set precisely (calibrated) in the factory
      Optimum transmission of force thanks to toggle lever for fatigue-reduced operation
      Handy shape and low weight provide high operation comfort
      Chrome vanadium electric steel in special quality, oil-hardened"
Wire Strippers and Stripping Tools,KNIPEX MultiStrip 10,https://www.knipex.com/products/wire-strippers-and-stripping-tools/knipex-multistrip-10-automatic-insulation-stripper/knipex-multistrip-insulation-stripper/1242195,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0007774.jpg?itok=2QHy7Z6S,"Stripping without re-adjustment from 0.03 to 10.0 mm²
      Recessed wire cutter
      Universal blade geometry – robust and more durable
      Ideal grip design with excellent haptics
  

                

      Fully automatic adjustment to fine-stranded conductors with standard insulation throughout the entire capacity range from 0.03 to 10.0 mm²
      With recessed wire cutter for Cu and Al conductors, stranded up to 10 mm² and single wire up to 6 mm²
      No damage to the conductors
      The clamping jaws made of steel hold the cable in a way that prevents slipping without damaging the remaining insulation
      Particularly smooth-running mechanics and very low weight
      Replaceable blades block and length stop
      Handle with soft-plastic zone for a steady grip
      Body: plastic, fibreglass-reinforced
      Blade: special tool steel, oil-hardened"
Cable and Wire Rope Shears,KNIPEX StepCut,https://www.knipex.com/products/cable-and-wire-rope-shears/knipex-stepcut-cable-shears-with-step-cut/knipex-stepcutcable-shears-step-cut/9516160,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0021251.jpg?itok=r92eMWU2,"Small, light, strong: comfortable cutting without crushing and just 160 mm in size
      Noticeably less effort: the gradations cut wires one after the other; cutting is up to 40% easier than with standard cable shears of the same length!
      Ergonomic handle design: optimal cutting feel even for larger cable diameters
  

                

      Cuts multi-core stranded copper and aluminium cables up to Ø 15 mm (50 mm²)
      Cuts solid copper and aluminium cables up to 5 x 4 mm²
      Cuts without crushing
      Bolted joint: precise, effortless, durable
      Pinch guard fitted for safe work
      Not suitable for steel wire and hard drawn copper conductors
      Cutting edges additionally induction-hardened, cutting edge hardness approx. 56 HRC
      High-grade special tool steel, forged, oil-hardened"
Cable and Wire Rope Shears,KNIPEX StepCut,https://www.knipex.com/products/cable-and-wire-rope-shears/knipex-stepcut-cable-shears-with-step-cut/knipex-stepcutcable-shears-step-cut/9511160,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0021249.jpg?itok=kYTsDiKo,"Small, light, strong: comfortable cutting without crushing and just 160 mm in size
      Noticeably less effort: the gradations cut wires one after the other; cutting is up to 40% easier than with standard cable shears of the same length!
      Ergonomic handle design: optimal cutting feel even for larger cable diameters
  

                

      Cuts multi-core stranded copper and aluminium cables up to Ø 15 mm (50 mm²)
      Cuts solid copper and aluminium cables up to 5 x 4 mm²
      Cuts without crushing
      Bolted joint: precise, effortless, durable
      Pinch guard fitted for safe work
      Not suitable for steel wire and hard drawn copper conductors
      Cutting edges additionally induction-hardened, cutting edge hardness approx. 56 HRC
      High-grade special tool steel, forged, oil-hardened"
Cable and Wire Rope Shears,KNIPEX StepCut,https://www.knipex.com/products/cable-and-wire-rope-shears/knipex-stepcut-cable-shears-with-step-cut/knipex-stepcutcable-shears-step-cut/9512160,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0021250.jpg?itok=_kSDDdc2,"Small, light, strong: comfortable cutting without crushing and just 160 mm in size
      Noticeably less effort: the gradations cut wires one after the other; cutting is up to 40% easier than with standard cable shears of the same length!
      Ergonomic handle design: optimal cutting feel even for larger cable diameters
  

                

      Cuts multi-core stranded copper and aluminium cables up to Ø 15 mm (50 mm²)
      Cuts solid copper and aluminium cables up to 5 x 4 mm²
      Cuts without crushing
      Bolted joint: precise, effortless, durable
      Pinch guard fitted for safe work
      Not suitable for steel wire and hard drawn copper conductors
      Cutting edges additionally induction-hardened, cutting edge hardness approx. 56 HRC
      High-grade special tool steel, forged, oil-hardened"
Pipe Wrenches and Water Pump Pliers,Pliers Wrench,https://www.knipex.com/products/pipe-wrenches-and-water-pump-pliers/pliers-wrenches-pliers-and-a-wrench-in-a-single-tool/pliers-wrenchespliers-and-wrench-single-tool/8605150,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006417.jpg?itok=B12Jtws2,"Replaces the need for sets of metric and imperial spanners
      Smooth jaws for damage free installation of plated fittings - working directly on chrome!
  

                

      Also excellent for gripping, holding, pressing and bending workpieces
      Zero backlash jaw pressure prevents damage to edges of sensitive components
      Fast adjustment by pushing a button directly on the workpiece
      No unintentional shift of the gripping jaws and no slipping of the joint
      Parallel jaws give a more solid grip; its design allows flexible adjustment of all widths up to the specified maximum size
      The ratchet type principle allows quick and easy tightening and release of all bolted connections
      Lever transmission greater than 10 : 1 for strong gripping power
      Chrome vanadium electric steel, forged, oil-hardened"
Special Pliers,Revolving Punch Pliers,https://www.knipex.com/products/special-pliers/revolving-punch-pliers/revolving-punch-pliers/9070220,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006216.jpg?itok=-DjKAVSb,"To punch holes into leather, textiles and plastic material
      With six interchangeable punches: Ø 2.0 / 2.5 / 3.0 / 3.5 / 4.0 / 5.0 mm
      With opening spring and locking device
      Powder-coated for reliable protection against rust
      Pliers body and punches: special tool steel, oil-hardened"
Crimping Pliers,Crimping Pliers for wire ferrules,https://www.knipex.com/products/crimping-pliers/crimping-pliers-for-wire-ferrules-with-trapezoid-crimp/crimping-pliers-wire-ferruleswith-trapezoid-crimp/9762145A,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0005826.jpg?itok=LXMXk2T1,"For crimping wire ferrules according to DIN 46228 parts 1 + 4 in the range from 0.25 up to 2.5 mm²
      Crimping in marked trapezoidal dies for reliable connections between the sleeve and the conductor
      Vanadium electric steel; forged, oil-hardened"
Insulated Tools,Crimping Pliers for wire ferrules,https://www.knipex.com/products/crimping-pliers/crimping-pliers-for-wire-ferrules-with-trapezoid-crimp/crimping-pliers-wire-ferruleswith-trapezoid-crimp/9768145A,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0005823.jpg?itok=oDQbTUZJ,"For crimping wire ferrules according to DIN 46228 parts 1 + 4 in the range from 0.25 up to 2.5 mm²
      Crimping in marked trapezoidal dies for reliable connections between the sleeve and the conductor
      Vanadium electric steel; forged, oil-hardened"
Pipe Wrenches and Water Pump Pliers,KNIPEX Cobra®,https://www.knipex.com/products/pipe-wrenches-and-water-pump-pliers/knipex-cobra-high-tech-water-pump-pliers/knipex-cobrahigh-tech-water-pump-pliers/8702300,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006352.jpg?itok=l9hdYKmM,"Push the button for adjustment on the workpiece
      Fine adjustment for optimum adaptation to different sizes of workpieces and a comfortable handle width
      Self-locking on pipes and nuts: no slipping on the workpiece and low handforce required
      Gripping surfaces with special hardened teeth, teeth hardness approx. 61 HRC: high wear resistance and stable gripping
      Box-joint design for high stability due to double guide
      Reliable catching of the hinge bolt: no unintentional shifting
      Pinch guard prevents operators' fingers being pinched
      Chrome vanadium electric steel, forged, multi stage oil-hardened"
Crimp Assortments,Crimp Assortment,https://www.knipex.com/products/crimp-assortments/crimp-assortments-for-wire-ferrules-with-plastic-collars/crimp-assortmentsfor-wire-ferrules-plastic-collars/979013,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0013913.jpg?itok=BvMXMCgv,"With KNIPEX Twistor®16 97 53 18
      In a TANOS MINI-systainer® (solid plastic box)
      Two stackable plastic inserts with 6 trays each for connectors
      With an assortment of wire ferrules with/without collar
      T-Loc fastener for one-handed operation: open or close the systainer® with one turn and connect to a second systainer®"
Tools with tethering,Mechanics' Pliers,https://www.knipex.com/products/gripping-pliers/mechanics%27-pliers/mechanics-pliers/3835200T,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0013650.jpg?itok=STh2_mf8,"Pliers with tether attachment point for mounting a fall protection system
      High bending strength of the pliers tips
      Vanadium electric steel; forged, oil-hardened"
Pipe Wrenches and Water Pump Pliers,KNIPEX Cobra®,https://www.knipex.com/products/pipe-wrenches-and-water-pump-pliers/knipex-cobra-high-tech-water-pump-pliers/knipex-cobrahigh-tech-water-pump-pliers/8703250,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006340.jpg?itok=8WvZ6O-i,"Push the button for adjustment on the workpiece
      Fine adjustment for optimum adaptation to different sizes of workpieces and a comfortable handle width
      Self-locking on pipes and nuts: no slipping on the workpiece and low handforce required
      Gripping surfaces with special hardened teeth, teeth hardness approx. 61 HRC: high wear resistance and stable gripping
      Box-joint design for high stability due to double guide
      Reliable catching of the hinge bolt: no unintentional shifting
      Pinch guard prevents operators' fingers being pinched
      Chrome vanadium electric steel, forged, multi stage oil-hardened"
Wire Strippers and Stripping Tools,Folding Knife for Electricians,https://www.knipex.com/products/wire-strippers-and-stripping-tools/folding-knife-for-electricians/folding-knife-electricians/162050SB,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0013795.jpg?itok=SqdFnG8X,"Universal folding cutter for everyday use
      Durable and robust: top quality, extremely sharp blade – Made in Solingen
  

                

      Ergonomic handle shape for comfortable holding and easy guidance
      Handle made from robust, shock-resistant plastic
      Good power transmission during use
      Stable blade
      Tether attachment at the end of the cutter allows a fastener to be attached; also suitable for KNIPEX Tethered Tools*
      Blade made of stainless steel"
Cable and Wire Rope Shears,Wire Rope Cutter,https://www.knipex.com/products/cable-and-wire-rope-shears/wire-rope-cutters-also-for-high-strength-wire-rope/wire-rope-cuttersalso-high-strength-wire-rope/9562160TC,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015066.jpg?itok=qgNIkv-N,"Specially optimised for precise cutting of tyre cord, wire ropes up to Ø 2 mm and cables up to Ø 2 mm
      Ergonomic efficiency thanks to lightweight design and practical opening restriction
      Compact size, low weight, high performance level
      Made for intensive use: particularly durable and light at only 172 g
  

                

      Compact, light and powerful
      Up to 30 % less physical effort compared to wire rope cutters of the same length
      Double-mounted box joint design for high level of stability
      Cutting edges additionally induction-hardened, cutting edge hardness approx. 64 HRC
      Convenient work thanks to opening spring
      Secured by locking device during transport
      Ball bearing steel"
Pipe Wrenches and Water Pump Pliers,KNIPEX Cobra®...matic,https://www.knipex.com/products/pipe-wrenches-and-water-pump-pliers/knipex-cobramatic-water-pump-pliers/knipex-cobramaticwater-pump-pliers/8711250,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006328.jpg?itok=vbMHQEqM,"All features of the KNIPEX Cobra® 87 01 250
      Automatic adjustment at the touch of a button directly on the workpiece
      The sheltered positioned spring ensures that the pliers close automatically once the push-button is activated (one-hand operation!)
      Chrome vanadium electric steel, forged, multi stage oil-hardened"
Wire Strippers and Stripping Tools,Depth Stripping Tool,https://www.knipex.com/products/wire-strippers-and-stripping-tools/depth-stripping-tool/depth-stripping-tool/1680175SB,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0013662.jpg?itok=uA7QwVEn,"Long, ergonomic design for work in deep connector sockets"
Pipe Wrenches and Water Pump Pliers,KNIPEX Alligator®,https://www.knipex.com/products/pipe-wrenches-and-water-pump-pliers/knipex-alligator-water-pump-pliers/knipex-alligatorwater-pump-pliers/8802300,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006277.jpg?itok=5dms6VmT,"Good access to the workpiece due to slim size of head and joint area
      More output and comfort compared to conventional water pump pliers of the same length: 9-notch adjustment positioning for 30 % more gripping capacity
  

                

      Self-locking on pipes and nuts: no slipping on the workpiece and low handforce required
      Gripping surfaces with special hardened teeth, teeth hardness approx. 61 HRC: high wear resistance and stable gripping
      Box-joint design for high stability due to double guide
      Robust construction, insensitive to dirt; particularly suitable for outdoor work
      Pinch guard prevents operators' fingers being pinched
      Chrome vanadium electric steel, forged, multi stage oil-hardened"
Insulated Tools,KNIPEX Alligator®,https://www.knipex.com/products/pipe-wrenches-and-water-pump-pliers/knipex-alligator-water-pump-pliers/knipex-alligatorwater-pump-pliers/8806250,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006256.jpg?itok=8bY8I3Gb,"Good access to the workpiece due to slim size of head and joint area
      More output and comfort compared to conventional water pump pliers of the same length: 9-notch adjustment positioning for 30 % more gripping capacity
  

                

      Self-locking on pipes and nuts: no slipping on the workpiece and low handforce required
      Gripping surfaces with special hardened teeth, teeth hardness approx. 61 HRC: high wear resistance and stable gripping
      Box-joint design for high stability due to double guide
      Robust construction, insensitive to dirt; particularly suitable for outdoor work
      Pinch guard prevents operators' fingers being pinched
      Chrome vanadium electric steel, forged, multi stage oil-hardened"
Special Pliers,Spring Hose Clamp Pliers,https://www.knipex.com/products/special-pliers/spring-hose-clamp-pliers/spring-hose-clamp-pliers/8551250A,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0006446.jpg?itok=dcZ7OqLu,"Quick-set adjustment: adjusts by shifting directly onto the workpiece
      Can be used for standard, space-saving, spring wire hose clamps and for spring band clamps up to 70 mm nominal size
      Allows more than 40 mm clamping range
      Rotating, universal grip inserts for reliably gripping the clamps in all positions
      Jaw inserts can also be rotated under load
      Extremely good leverage which allows clamps to be opened easily without great effort
      Slim head design; narrow head width, rotating grip inserts make this an ideal tool, especially in confined areas
      Additional function: detach hoses gently using the serrated jaw
      Chrome vanadium electric steel, forged, oil-hardened"
Insulated Tools,Screwdriver for hexagon socket screws,https://www.knipex.com/products/insulated-tools/screwdrivers-for-hexagon-socket-screws/screwdrivers-hexagon-socket-screws/981320,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0005679.jpg?itok=Wn6hbvlb,"Ergonomically optimised dual component handle for fatigue reduced work and optimum transmission of force
      Handle design prevents rolling
      Chrome vanadium molybdenum steel"
Insulated Tools,Screwdriver for hexagon socket screws,https://www.knipex.com/products/insulated-tools/screwdrivers-for-hexagon-socket-screws/screwdrivers-hexagon-socket-screws/981325,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0013948.jpg?itok=JMiImK56,"Ergonomically optimised dual component handle for fatigue reduced work and optimum transmission of force
      Handle design prevents rolling
      Chrome vanadium molybdenum steel"
Insulated Tools,Screwdriver for hexagon socket screws,https://www.knipex.com/products/insulated-tools/screwdrivers-for-hexagon-socket-screws/screwdrivers-hexagon-socket-screws/981330,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0015283.jpg?itok=xa6ttt3U,"Ergonomically optimised dual component handle for fatigue reduced work and optimum transmission of force
      Handle design prevents rolling
      Chrome vanadium molybdenum steel"
Insulated Tools,Screwdriver for hexagon socket screws,https://www.knipex.com/products/insulated-tools/screwdrivers-for-hexagon-socket-screws/screwdrivers-hexagon-socket-screws/981340,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0013947.jpg?itok=0KO9d_QJ,"Ergonomically optimised dual component handle for fatigue reduced work and optimum transmission of force
      Handle design prevents rolling
      Chrome vanadium molybdenum steel"
Insulated Tools,Screwdriver for hexagon socket screws,https://www.knipex.com/products/insulated-tools/screwdrivers-for-hexagon-socket-screws/screwdrivers-hexagon-socket-screws/981350,https://www.knipex.com/sites/default/files/styles/knipex_product_detail/public/IM0013946.jpg?itok=mS24id0_,"Ergonomically optimised dual component handle for fatigue reduced work and optimum transmission of force
      Handle design prevents rolling
      Chrome vanadium molybdenum steel"
